"","Vote98","Contact","Contacted","Age","Party","Vote96"
"2680",0,0,0,19,0,0
"2681",0,0,0,38,1,0
"2682",0,0,0,27,0,0
"2683",0,0,0,29,1,1
"2684",0,0,0,45,1,0
"2685",1,0,0,59,1,0
"2686",0,0,0,42,1,0
"2687",0,0,0,27,1,0
"2688",0,0,0,29,1,0
"2689",0,0,0,79,1,0
"2690",1,0,0,36,1,0
"2691",0,0,0,28,1,1
"2692",0,0,0,36,0,0
"2693",0,0,0,61,1,0
"2694",0,0,0,56,0,1
"2695",1,0,0,84,1,1
"2696",0,0,0,38,1,0
"2697",1,0,0,37,1,0
"2698",1,0,0,53,1,0
"2699",1,0,0,78,0,1
"2700",1,0,0,34,1,0
"2701",0,0,0,51,0,0
"2702",1,0,0,48,1,1
"2703",0,0,0,31,0,1
"2704",0,0,0,54,1,0
"2705",1,0,0,42,1,1
"2706",1,0,0,61,1,1
"2707",1,0,0,72,0,1
"2708",1,0,0,48,1,1
"2709",0,0,0,57,0,0
"2710",1,0,0,29,1,0
"2711",0,0,0,41,0,0
"2712",0,0,0,19,0,0
"2713",0,0,0,26,0,0
"2714",1,0,0,86,1,1
"2715",0,0,0,0,1,0
"2716",1,0,0,65,1,1
"2717",1,0,0,0,1,0
"2718",0,0,0,55,1,0
"2719",1,0,0,73,1,1
"2720",0,0,0,32,1,1
"2721",1,0,0,76,0,1
"2722",0,0,0,78,1,0
"2723",1,0,0,80,1,1
"2724",1,0,0,83,1,1
"2725",0,0,0,27,0,0
"2726",1,0,0,67,1,1
"2727",0,0,0,70,1,0
"2728",1,0,0,93,0,1
"2729",0,0,0,31,1,0
"2730",1,0,0,58,0,1
"2731",0,0,0,28,0,0
"2732",1,0,0,67,1,0
"2733",0,0,0,28,1,0
"2734",0,0,0,73,1,0
"2735",0,0,0,0,0,0
"2736",0,0,0,55,0,0
"2737",0,0,0,40,1,0
"2738",1,0,0,34,1,0
"2739",0,0,0,21,1,0
"2740",0,0,0,29,0,0
"2741",0,0,0,59,0,0
"2742",0,0,0,26,0,1
"2743",0,0,0,45,1,1
"2744",0,0,0,34,1,0
"2745",0,0,0,87,1,0
"2746",0,0,0,0,1,0
"2747",0,0,0,75,1,0
"2748",1,0,0,62,1,1
"2749",1,0,0,77,1,1
"2750",0,0,0,0,1,0
"2751",0,0,0,33,1,1
"2752",0,0,0,22,1,0
"2753",1,0,0,41,1,1
"2754",0,0,0,56,0,0
"2755",0,0,0,92,1,0
"2756",0,0,0,32,1,0
"2757",0,0,0,97,1,0
"2758",0,0,0,81,0,0
"2759",0,0,0,35,1,0
"2760",1,0,0,87,1,1
"2761",1,0,0,81,1,1
"2762",0,0,0,30,0,0
"2763",1,0,0,34,1,1
"2764",0,0,0,49,1,0
"2765",1,0,0,67,0,1
"2766",0,0,0,34,0,0
"2767",1,0,0,69,1,1
"2768",0,0,0,27,0,0
"2769",0,0,0,47,1,0
"2770",0,0,0,70,1,0
"2771",0,0,0,23,0,0
"2772",0,0,0,89,1,0
"2773",1,0,0,67,1,1
"2774",1,0,0,43,1,0
"2775",0,0,0,44,0,0
"2776",1,0,0,33,1,0
"2777",1,0,0,46,1,0
"2778",0,0,0,34,0,0
"2779",0,0,0,75,1,0
"2780",1,0,0,86,1,1
"2781",0,0,0,47,1,0
"2782",1,0,0,45,1,1
"2783",1,0,0,70,1,1
"2784",1,0,0,71,1,1
"2785",0,0,0,53,1,1
"2786",1,0,0,58,1,1
"2787",0,0,0,82,1,0
"2788",1,0,0,81,1,1
"2789",0,0,0,82,1,0
"2790",0,0,0,93,1,1
"2791",1,0,0,66,1,1
"2792",1,0,0,53,1,1
"2793",1,0,0,77,1,1
"2794",0,0,0,57,1,0
"2795",0,0,0,35,1,0
"2796",0,0,0,72,0,1
"2797",1,0,0,27,0,1
"2798",0,0,0,26,1,0
"2799",1,0,0,82,1,1
"2800",0,0,0,56,0,1
"2801",0,0,0,35,1,0
"2802",1,0,0,60,0,0
"2803",1,0,0,41,1,0
"2804",1,0,0,34,0,0
"2805",0,0,0,80,0,0
"2806",0,0,0,25,1,0
"2807",0,0,0,45,0,0
"2808",0,0,0,40,1,0
"2809",0,0,0,39,1,0
"2810",0,0,0,43,1,0
"2811",1,0,0,42,1,0
"2812",0,0,0,38,1,0
"2813",0,0,0,41,0,0
"2814",0,0,0,43,1,0
"2815",0,0,0,29,1,0
"2816",0,0,0,25,0,0
"2817",1,0,0,76,1,1
"2818",0,0,0,72,1,1
"2819",1,0,0,44,1,0
"2820",1,0,0,42,1,0
"2821",0,0,0,37,0,1
"2822",0,0,0,50,1,1
"2823",0,0,0,36,1,0
"2824",1,0,0,41,1,1
"2825",0,0,0,47,0,0
"2826",1,0,0,60,1,0
"2827",1,0,0,36,0,1
"2828",0,0,0,30,1,0
"2829",0,0,0,48,1,0
"2830",1,0,0,74,1,1
"2831",1,0,0,80,1,1
"2832",0,0,0,85,0,0
"2833",1,0,0,70,1,1
"2834",0,0,0,19,1,0
"2835",0,0,0,28,0,0
"2836",0,0,0,0,1,0
"2837",0,0,0,70,0,0
"2838",1,0,0,34,1,0
"2839",1,0,0,89,1,1
"2840",1,0,0,80,1,1
"2841",1,0,0,83,1,1
"2842",0,0,0,84,1,1
"2843",1,0,0,70,1,1
"2844",0,0,0,25,1,1
"2845",0,0,0,31,1,0
"2846",1,0,0,60,1,1
"2847",0,0,0,41,1,1
"2848",0,0,0,36,1,0
"2849",0,0,0,68,1,1
"2850",0,0,0,36,1,1
"2851",1,0,0,85,1,1
"2852",0,0,0,52,0,1
"2853",1,0,0,59,1,0
"2854",0,0,0,23,0,0
"2855",0,0,0,44,1,1
"2856",0,0,0,35,1,0
"2857",0,0,0,56,1,1
"2858",0,0,0,28,0,0
"2859",1,0,0,51,1,1
"2860",0,0,0,32,1,0
"2861",0,0,0,38,1,0
"2862",0,0,0,55,1,1
"2863",0,0,0,56,1,0
"2864",1,0,0,74,0,1
"2865",1,0,0,27,1,0
"2866",0,0,0,56,1,1
"2867",1,0,0,71,1,1
"2868",0,0,0,26,1,1
"2869",1,0,0,56,1,1
"2870",1,0,0,58,0,1
"2871",1,0,0,60,1,0
"2872",0,0,0,69,1,1
"2873",1,0,0,44,0,0
"2874",0,0,0,90,1,0
"2875",0,0,0,38,1,0
"2876",1,0,0,45,1,1
"2877",1,0,0,57,1,1
"2878",1,0,0,81,1,1
"2879",0,0,0,29,1,1
"2880",1,0,0,79,1,1
"2881",0,0,0,26,1,1
"2882",0,0,0,39,1,0
"2883",0,0,0,47,1,0
"2884",0,0,0,26,1,1
"2885",0,0,0,44,0,0
"2886",0,0,0,62,1,1
"2887",0,0,0,48,0,0
"2888",0,0,0,85,1,0
"2889",1,0,0,35,1,0
"2890",1,0,0,70,0,1
"2891",0,0,0,40,1,1
"2892",0,0,0,22,1,0
"2893",1,0,0,31,0,0
"2894",1,0,0,88,0,1
"2895",1,0,0,30,1,1
"2896",1,0,0,79,1,1
"2897",1,0,0,51,1,0
"2898",0,0,0,40,1,0
"2899",0,0,0,91,0,0
"2900",0,0,0,61,1,0
"2901",0,0,0,30,1,1
"2902",0,0,0,30,1,0
"2903",1,0,0,46,1,0
"2904",0,0,0,71,1,0
"2905",1,0,0,70,1,0
"2906",1,0,0,70,0,1
"2907",1,0,0,73,1,0
"2908",0,0,0,85,0,0
"2909",1,0,0,51,1,1
"2910",0,0,0,26,1,0
"2911",0,0,0,70,0,1
"2912",1,0,0,31,1,1
"2913",0,0,0,25,1,0
"2914",0,0,0,32,1,0
"2915",0,0,0,59,0,0
"2916",0,0,0,55,0,1
"2917",1,0,0,53,1,1
"2918",0,0,0,35,1,0
"2919",0,0,0,27,0,0
"2920",0,0,0,34,0,1
"2921",0,0,0,75,1,1
"2922",0,0,0,38,0,1
"2923",1,0,0,68,1,1
"2924",1,0,0,42,1,1
"2925",0,0,0,24,0,0
"2926",0,0,0,28,0,0
"2927",0,0,0,57,1,1
"2928",1,0,0,52,1,1
"2929",0,0,0,69,0,1
"2930",1,0,0,80,1,1
"2931",0,0,0,32,1,1
"2932",1,0,0,73,1,0
"2933",1,0,0,44,1,1
"2934",1,0,0,51,0,1
"2935",0,0,0,0,1,0
"2936",1,0,0,38,0,1
"2937",0,0,0,25,1,0
"2938",0,0,0,37,1,0
"2939",1,0,0,30,1,1
"2940",0,0,0,76,1,0
"2941",0,0,0,22,1,1
"2942",1,0,0,29,0,1
"2943",0,0,0,39,1,0
"2944",0,0,0,36,1,0
"2945",0,0,0,79,1,0
"2946",0,0,0,54,1,0
"2947",1,0,0,86,1,1
"2948",0,0,0,44,0,0
"2949",0,0,0,30,0,1
"2950",0,0,0,26,0,1
"2951",1,0,0,81,0,1
"2952",0,0,0,80,1,0
"2953",1,0,0,36,1,1
"2954",0,0,0,59,1,0
"2955",0,0,0,57,1,0
"2956",0,0,0,51,1,0
"2957",0,0,0,36,1,0
"2958",1,0,0,24,1,0
"2959",0,0,0,77,1,0
"2960",0,0,0,31,1,1
"2961",0,0,0,45,0,0
"2962",1,0,0,24,1,1
"2963",0,0,0,49,1,0
"2964",1,0,0,48,1,1
"2965",1,0,0,45,0,0
"2966",0,0,0,20,1,0
"2967",0,0,0,33,1,0
"2968",1,0,0,61,1,1
"2969",0,0,0,27,1,0
"2970",1,0,0,24,1,1
"2971",0,0,0,25,0,1
"2972",0,0,0,64,0,0
"2973",1,0,0,50,1,1
"2974",0,0,0,72,1,0
"2975",0,0,0,94,1,0
"2976",0,0,0,0,1,0
"2977",1,0,0,39,1,0
"2978",0,0,0,26,1,0
"2979",1,0,0,69,1,1
"2980",1,0,0,54,1,1
"2981",0,0,0,32,1,0
"2982",0,0,0,33,0,0
"2983",1,0,0,88,0,1
"2984",0,0,0,33,1,0
"2985",1,0,0,42,1,1
"2986",0,0,0,51,1,0
"2987",0,0,0,46,1,0
"2988",0,0,0,78,1,1
"2989",0,0,0,35,1,1
"2990",0,0,0,62,1,0
"2991",0,0,0,35,0,0
"2992",0,0,0,32,1,0
"2993",0,0,0,38,1,0
"2994",0,0,0,92,1,0
"2995",1,0,0,80,0,1
"2996",1,0,0,39,1,1
"2997",0,0,0,86,1,0
"2998",1,0,0,88,1,1
"2999",0,0,0,79,1,0
"3000",0,0,0,55,1,0
"3001",1,0,0,21,1,0
"3002",1,0,0,46,1,0
"3003",0,0,0,51,0,0
"3004",1,0,0,29,1,1
"3005",0,0,0,31,1,0
"3006",0,0,0,56,1,1
"3007",0,0,0,37,1,0
"3008",1,0,0,79,1,1
"3009",1,0,0,84,1,1
"3010",0,0,0,74,1,0
"3011",0,0,0,36,0,0
"3012",1,0,0,70,1,1
"3013",1,0,0,46,1,1
"3014",1,0,0,75,1,0
"3015",1,0,0,24,1,0
"3016",1,0,0,30,1,0
"3017",0,0,0,68,1,0
"3018",0,0,0,34,0,0
"3019",0,0,0,59,0,1
"3020",0,0,0,32,0,0
"3021",1,0,0,65,1,1
"3022",1,0,0,91,1,1
"3023",0,0,0,92,1,1
"3024",1,0,0,72,1,1
"3025",0,0,0,41,1,0
"3026",0,0,0,80,1,0
"3027",1,0,0,57,1,1
"3028",0,0,0,49,0,0
"3029",0,0,0,33,1,0
"3030",1,0,0,56,0,1
"3031",0,0,0,62,1,1
"3032",0,0,0,27,0,1
"3033",0,0,0,70,1,0
"3034",0,0,0,57,0,0
"3035",0,0,0,33,1,0
"3036",0,0,0,33,1,0
"3037",1,0,0,47,1,1
"3038",0,0,0,81,0,1
"3039",1,0,0,49,0,1
"3040",0,0,0,34,0,0
"3041",0,0,0,39,1,1
"3042",0,0,0,51,1,1
"3043",0,0,0,39,1,0
"3044",0,0,0,79,1,1
"3045",1,0,0,70,1,1
"3046",0,0,0,69,0,0
"3047",1,0,0,79,1,1
"3048",1,0,0,28,1,1
"3049",0,0,0,37,1,0
"3050",0,0,0,31,1,0
"3051",0,0,0,31,1,0
"3052",1,0,0,71,0,1
"3053",0,0,0,25,0,0
"3054",0,0,0,75,1,1
"3055",1,0,0,25,1,1
"3056",1,0,0,77,0,1
"3057",1,0,0,45,1,0
"3058",1,0,0,47,0,0
"3059",0,0,0,54,1,1
"3060",1,0,0,47,0,0
"3061",0,0,0,40,1,0
"3062",0,0,0,30,1,0
"3063",0,0,0,40,1,1
"3064",0,0,0,36,1,1
"3065",0,0,0,29,1,1
"3066",0,0,0,44,1,1
"3067",0,0,0,88,1,0
"3068",1,0,0,48,0,1
"3069",1,0,0,46,1,1
"3070",1,0,0,70,1,1
"3071",1,0,0,51,1,1
"3072",0,0,0,44,0,0
"3073",0,0,0,47,0,1
"3074",1,0,0,78,1,1
"3075",1,0,0,76,1,1
"3076",0,0,0,59,0,0
"3077",1,0,0,83,1,1
"3078",1,0,0,52,1,0
"3079",0,0,0,42,1,0
"3080",1,0,0,58,1,1
"3081",1,0,0,46,1,1
"3082",1,0,0,56,0,0
"3083",0,0,0,63,1,1
"3084",1,0,0,67,0,1
"3085",1,0,0,44,1,1
"3086",0,0,0,64,1,0
"3087",1,0,0,37,1,1
"3088",1,0,0,88,1,1
"3089",1,0,0,58,1,1
"3090",0,0,0,40,1,0
"3091",0,0,0,34,1,0
"3092",1,0,0,54,1,0
"3093",1,0,0,79,0,1
"3094",0,0,0,24,1,0
"3095",0,0,0,51,1,1
"3096",1,0,0,24,0,0
"3097",0,0,0,37,0,0
"3098",0,0,0,89,0,0
"3099",0,0,0,75,0,0
"3100",0,0,0,67,1,0
"3101",1,0,0,75,0,1
"3102",0,0,0,83,1,1
"3103",0,0,0,52,1,0
"3104",1,0,0,44,1,1
"3105",0,0,0,0,0,0
"3106",1,0,0,32,0,1
"3107",0,0,0,26,0,0
"3108",0,0,0,76,1,0
"3109",1,0,0,90,1,1
"3110",1,0,0,78,1,1
"3111",0,0,0,37,1,1
"3112",0,0,0,29,0,0
"3113",0,0,0,48,1,0
"3114",0,0,0,22,0,0
"3115",1,0,0,70,1,1
"3116",0,0,0,21,1,0
"3117",1,0,0,43,0,1
"3118",0,0,0,28,1,0
"3119",0,0,0,44,1,0
"3120",0,0,0,62,1,0
"3121",1,0,0,70,1,1
"3122",0,0,0,60,0,1
"3123",0,0,0,28,0,0
"3124",0,0,0,27,1,1
"3125",0,0,0,33,1,0
"3126",0,0,0,29,0,0
"3127",0,0,0,32,0,0
"3128",1,0,0,63,1,1
"3129",1,0,0,74,1,1
"3130",0,0,0,27,0,0
"3131",0,0,0,25,0,0
"3132",1,0,0,33,1,1
"3133",0,0,0,37,1,0
"3134",0,0,0,29,0,0
"3135",1,0,0,72,1,1
"3136",1,0,0,77,1,1
"3137",1,0,0,79,1,1
"3138",1,0,0,68,1,0
"3139",0,0,0,27,1,0
"3140",0,0,0,36,1,1
"3141",1,0,0,72,1,1
"3142",1,0,0,54,1,1
"3143",0,0,0,43,1,0
"3144",0,0,0,93,1,0
"3145",1,0,0,34,1,1
"3146",0,0,0,36,1,0
"3147",0,0,0,33,0,1
"3148",0,0,0,28,0,0
"3149",0,0,0,76,0,1
"3150",1,0,0,59,1,1
"3151",0,0,0,46,1,1
"3152",1,0,0,84,1,1
"3153",0,0,0,35,1,1
"3154",0,0,0,56,1,1
"3155",0,0,0,26,1,1
"3156",0,0,0,41,1,0
"3157",0,0,0,66,0,0
"3158",0,0,0,48,1,0
"3159",1,0,0,53,1,0
"3160",1,0,0,33,1,1
"3161",0,0,0,28,1,1
"3162",0,0,0,28,0,0
"3163",0,0,0,26,1,1
"3164",1,0,0,80,1,1
"3165",0,0,0,21,0,0
"3166",0,0,0,31,0,0
"3167",1,0,0,81,1,1
"3168",1,0,0,70,1,1
"3169",0,0,0,24,0,1
"3170",0,0,0,23,1,0
"3171",0,0,0,21,1,0
"3172",1,0,0,75,1,1
"3173",0,0,0,30,0,0
"3174",0,0,0,38,1,0
"3175",0,0,0,46,1,1
"3176",0,0,0,40,1,0
"3177",1,0,0,39,1,0
"3178",0,0,0,32,1,1
"3179",1,0,0,48,1,1
"3180",1,0,0,83,1,1
"3181",0,0,0,45,1,0
"3182",1,0,0,72,1,1
"3183",0,0,0,52,0,0
"3184",0,0,0,27,1,0
"3185",1,0,0,75,1,1
"3186",0,0,0,0,1,1
"3187",0,0,0,86,0,1
"3188",0,0,0,70,1,1
"3189",0,0,0,55,1,0
"3190",0,0,0,36,0,0
"3191",1,0,0,34,1,1
"3192",0,0,0,38,0,0
"3193",0,0,0,20,0,0
"3194",0,0,0,23,1,1
"3195",0,0,0,36,1,0
"3196",1,0,0,45,0,1
"3197",1,0,0,79,1,1
"3198",0,0,0,68,1,0
"3199",1,0,0,48,0,1
"3200",1,0,0,69,1,1
"3201",0,0,0,35,1,1
"3202",1,0,0,49,1,1
"3203",0,0,0,68,1,0
"3204",1,0,0,37,1,0
"3205",0,0,0,80,1,1
"3206",1,0,0,77,1,1
"3207",1,0,0,51,0,1
"3208",0,0,0,24,1,0
"3209",0,0,0,28,0,0
"3210",0,0,0,80,1,0
"3211",0,0,0,61,1,0
"3212",1,0,0,50,1,0
"3213",1,0,0,54,0,1
"3214",1,0,0,34,1,1
"3215",1,0,0,78,1,1
"3216",1,0,0,39,1,1
"3217",0,0,0,29,0,1
"3218",0,0,0,47,1,0
"3219",1,0,0,61,1,1
"3220",1,0,0,83,1,1
"3221",1,0,0,73,1,1
"3222",0,0,0,43,0,1
"3223",0,0,0,63,1,0
"3224",1,0,0,56,0,1
"3225",1,0,0,25,1,0
"3226",0,0,0,48,1,0
"3227",1,0,0,29,1,0
"3228",1,0,0,57,1,1
"3229",0,0,0,30,0,0
"3230",0,0,0,20,0,0
"3231",0,0,0,30,1,0
"3232",0,0,0,78,1,1
"3233",0,0,0,36,1,1
"3234",1,0,0,76,1,1
"3235",0,0,0,28,0,0
"3236",0,0,0,84,1,1
"3237",1,0,0,55,1,1
"3238",0,0,0,26,1,0
"3239",1,0,0,71,1,0
"3240",1,0,0,75,0,1
"3241",0,0,0,61,1,0
"3242",0,0,0,51,1,0
"3243",0,0,0,48,1,0
"3244",0,0,0,56,1,0
"3245",0,0,0,53,1,0
"3246",1,0,0,45,1,0
"3247",0,0,0,30,1,1
"3248",1,0,0,33,1,0
"3249",0,0,0,37,0,0
"3250",0,0,0,39,0,0
"3251",0,0,0,29,1,0
"3252",0,0,0,28,1,0
"3253",0,0,0,24,1,0
"3254",0,0,0,41,1,1
"3255",1,0,0,64,0,1
"3256",0,0,0,29,0,0
"3257",1,0,0,60,1,1
"3258",1,0,0,59,1,1
"3259",1,0,0,48,1,1
"3260",0,0,0,34,1,0
"3261",1,0,0,64,1,1
"3262",0,0,0,84,1,1
"3263",1,0,0,97,1,1
"3264",0,0,0,0,1,1
"3265",0,0,0,22,0,0
"3266",0,0,0,26,0,1
"3267",0,0,0,33,0,0
"3268",1,0,0,81,1,1
"3269",1,0,0,91,1,1
"3270",1,0,0,63,1,1
"3271",0,0,0,28,0,0
"3272",1,0,0,67,1,1
"3273",0,0,0,31,0,1
"3274",1,0,0,45,0,1
"3275",0,0,0,23,1,0
"3276",1,0,0,41,1,0
"3277",1,0,0,37,0,1
"3278",1,0,0,29,1,0
"3279",0,0,0,24,1,0
"3280",0,0,0,28,1,0
"3281",0,0,0,28,0,1
"3282",0,0,0,23,0,0
"3283",0,0,0,29,1,0
"3284",1,0,0,60,0,0
"3285",0,0,0,60,1,1
"3286",1,0,0,32,0,1
"3287",1,0,0,87,0,1
"3288",1,0,0,29,0,1
"3289",1,0,0,39,1,0
"3290",1,0,0,46,1,1
"3291",0,0,0,66,0,0
"3292",0,0,0,83,1,1
"3293",0,0,0,48,1,0
"3294",0,0,0,21,1,0
"3295",1,0,0,59,1,1
"3296",1,0,0,85,1,1
"3297",0,0,0,36,1,0
"3298",0,0,0,35,1,0
"3299",1,0,0,76,1,1
"3300",0,0,0,81,0,0
"3301",1,0,0,48,1,1
"3302",1,0,0,39,0,0
"3303",0,0,0,71,1,0
"3304",1,0,0,65,1,1
"3305",0,0,0,36,1,0
"3306",1,0,0,68,1,1
"3307",0,0,0,28,1,0
"3308",1,0,0,0,0,0
"3309",1,0,0,41,1,1
"3310",0,0,0,27,1,0
"3311",0,0,0,68,1,0
"3312",0,0,0,19,0,0
"3313",0,0,0,41,0,0
"3314",0,0,0,25,1,1
"3315",0,0,0,43,1,0
"3316",1,0,0,27,1,1
"3317",1,0,0,49,1,0
"3318",0,0,0,38,1,1
"3319",0,0,0,26,0,1
"3320",0,0,0,39,1,0
"3321",1,0,0,64,1,1
"3322",0,0,0,32,1,0
"3323",0,0,0,28,0,1
"3324",0,0,0,41,1,0
"3325",0,0,0,47,1,1
"3326",1,0,0,24,0,1
"3327",1,0,0,76,1,1
"3328",0,0,0,71,0,0
"3329",0,0,0,34,0,0
"3330",0,0,0,59,0,1
"3331",0,0,0,35,0,0
"3332",1,0,0,43,1,1
"3333",0,0,0,62,0,0
"3334",0,0,0,32,1,0
"3335",1,0,0,62,1,1
"3336",1,0,0,25,0,0
"3337",0,0,0,32,1,0
"3338",1,0,0,41,1,0
"3339",1,0,0,38,1,1
"3340",0,0,0,28,1,1
"3341",1,0,0,37,0,1
"3342",1,0,0,23,1,0
"3343",0,0,0,26,1,1
"3344",0,0,0,35,0,0
"3345",1,0,0,29,1,1
"3346",1,0,0,66,1,1
"3347",1,0,0,55,1,1
"3348",0,0,0,89,1,1
"3349",0,0,0,25,1,0
"3350",1,0,0,42,1,1
"3351",0,0,0,27,1,1
"3352",1,0,0,30,1,1
"3353",1,0,0,48,0,1
"3354",0,0,0,20,0,0
"3355",1,0,0,29,1,1
"3356",1,0,0,50,0,1
"3357",1,0,0,74,1,1
"3358",1,0,0,55,0,0
"3359",0,0,0,81,1,1
"3360",1,0,0,58,1,1
"3361",0,0,0,54,1,0
"3362",1,0,0,46,1,1
"3363",1,0,0,38,1,0
"3364",1,0,0,29,0,0
"3365",1,0,0,61,1,1
"3366",0,0,0,18,0,0
"3367",0,0,0,33,0,0
"3368",1,0,0,80,1,1
"3369",1,0,0,74,1,1
"3370",0,0,0,88,0,0
"3371",1,0,0,38,1,0
"3372",0,0,0,32,1,1
"3373",1,0,0,33,1,0
"3374",1,0,0,47,1,1
"3375",0,0,0,32,1,1
"3376",0,0,0,59,1,0
"3377",1,0,0,52,1,1
"3378",0,0,0,24,1,0
"3379",0,0,0,79,1,0
"3380",0,0,0,34,0,0
"3381",1,0,0,44,1,1
"3382",0,0,0,27,1,1
"3383",1,0,0,57,0,0
"3384",1,0,0,31,1,1
"3385",1,0,0,70,0,1
"3386",0,0,0,34,0,0
"3387",0,0,0,33,0,1
"3388",0,0,0,39,1,0
"3389",0,0,0,40,0,0
"3390",0,0,0,20,1,1
"3391",1,0,0,34,0,0
"3392",0,0,0,29,1,0
"3393",0,0,0,42,1,0
"3394",1,0,0,37,1,1
"3395",1,0,0,43,1,1
"3396",0,0,0,31,0,0
"3397",0,0,0,0,1,0
"3398",0,0,0,35,1,1
"3399",0,0,0,51,1,0
"3400",0,0,0,56,1,0
"3401",0,0,0,40,1,0
"3402",0,0,0,64,1,1
"3403",0,0,0,69,0,1
"3404",1,0,0,78,1,0
"3405",0,0,0,0,1,1
"3406",0,0,0,96,1,0
"3407",1,0,0,44,1,1
"3408",1,0,0,28,1,1
"3409",1,0,0,40,1,1
"3410",0,0,0,47,0,0
"3411",0,0,0,27,0,1
"3412",1,0,0,82,1,1
"3413",0,0,0,30,1,1
"3414",1,0,0,52,1,1
"3415",0,0,0,32,1,0
"3416",0,0,0,28,1,1
"3417",0,0,0,28,0,0
"3418",0,0,0,28,0,0
"3419",0,0,0,61,0,1
"3420",0,0,0,40,1,1
"3421",1,0,0,83,0,1
"3422",0,0,0,80,1,1
"3423",1,0,0,58,1,1
"3424",1,0,0,39,1,0
"3425",0,0,0,38,1,0
"3426",0,0,0,25,1,0
"3427",1,0,0,69,1,1
"3428",0,0,0,83,0,0
"3429",1,0,0,44,1,1
"3430",1,0,0,89,1,1
"3431",1,0,0,33,1,0
"3432",0,0,0,0,0,0
"3433",0,0,0,41,1,0
"3434",0,0,0,57,1,0
"3435",0,0,0,34,1,0
"3436",1,0,0,95,1,1
"3437",0,0,0,69,1,1
"3438",1,0,0,58,1,0
"3439",0,0,0,40,1,0
"3440",1,0,0,69,0,1
"3441",0,0,0,38,1,0
"3442",0,0,0,26,0,0
"3443",1,0,0,63,1,1
"3444",0,0,0,24,0,0
"3445",0,0,0,43,1,0
"3446",0,0,0,43,1,1
"3447",0,0,0,41,1,0
"3448",0,0,0,37,1,1
"3449",0,0,0,35,0,0
"3450",0,0,0,22,0,0
"3451",0,0,0,25,1,0
"3452",0,0,0,31,1,0
"3453",0,0,0,32,0,0
"3454",0,0,0,23,1,0
"3455",0,0,0,25,1,0
"3456",1,0,0,32,1,0
"3457",0,0,0,43,1,1
"3458",1,0,0,64,1,1
"3459",0,0,0,44,1,0
"3460",1,0,0,50,1,0
"3461",0,0,0,39,0,0
"3462",0,0,0,38,1,0
"3463",0,0,0,35,1,1
"3464",0,0,0,29,0,0
"3465",0,0,0,25,0,0
"3466",0,0,0,26,0,1
"3467",0,0,0,87,0,0
"3468",1,0,0,20,0,1
"3469",0,0,0,83,1,1
"3470",0,0,0,91,1,1
"3471",0,0,0,38,1,0
"3472",1,0,0,50,0,1
"3473",0,0,0,57,1,0
"3474",0,0,0,51,1,0
"3475",0,0,0,40,1,0
"3476",0,0,0,35,0,1
"3477",0,0,0,42,0,0
"3478",0,0,0,20,1,0
"3479",1,0,0,70,1,0
"3480",1,0,0,38,1,0
"3481",0,0,0,47,0,0
"3482",0,0,0,52,1,1
"3483",1,0,0,75,1,0
"3484",1,0,0,34,1,0
"3485",0,0,0,34,1,0
"3486",0,0,0,27,0,0
"3487",0,0,0,38,1,1
"3488",0,0,0,78,1,1
"3489",0,0,0,30,0,0
"3490",0,0,0,20,0,0
"3491",1,0,0,63,0,0
"3492",0,0,0,20,1,0
"3493",1,0,0,48,1,1
"3494",1,0,0,71,1,1
"3495",0,0,0,0,1,0
"3496",0,0,0,58,1,0
"3497",0,0,0,32,1,1
"3498",1,0,0,74,1,1
"3499",0,0,0,43,1,0
"3500",1,0,0,46,1,1
"3501",0,0,0,36,1,0
"3502",0,0,0,56,1,0
"3503",1,0,0,36,0,1
"3504",1,0,0,74,0,1
"3505",0,0,0,37,0,0
"3506",0,0,0,78,1,1
"3507",0,0,0,34,1,1
"3508",0,0,0,38,1,0
"3509",0,0,0,25,0,0
"3510",0,0,0,77,1,1
"3511",1,0,0,63,1,0
"3512",0,0,0,61,1,1
"3513",0,0,0,40,1,1
"3514",0,0,0,78,1,1
"3515",0,0,0,69,1,0
"3516",0,0,0,40,0,0
"3517",1,0,0,37,1,1
"3518",0,0,0,43,0,0
"3519",1,0,0,75,1,1
"3520",0,0,0,68,1,1
"3521",0,0,0,29,1,0
"3522",1,0,0,52,1,0
"3523",0,0,0,21,0,0
"3524",1,0,0,38,1,0
"3525",0,0,0,69,1,1
"3526",0,0,0,35,1,1
"3527",0,0,0,44,0,0
"3528",0,0,0,35,1,1
"3529",1,0,0,0,1,1
"3530",0,0,0,27,1,0
"3531",0,0,0,69,1,1
"3532",0,0,0,36,1,0
"3533",1,0,0,45,0,0
"3534",0,0,0,36,1,1
"3535",1,0,0,51,1,0
"3536",0,0,0,37,1,0
"3537",1,0,0,36,1,1
"3538",0,0,0,75,0,0
"3539",0,0,0,30,1,0
"3540",0,0,0,20,1,1
"3541",1,0,0,30,1,0
"3542",1,0,0,30,1,1
"3543",0,0,0,38,1,1
"3544",1,0,0,58,1,1
"3545",1,0,0,76,0,1
"3546",0,0,0,47,1,0
"3547",1,0,0,69,1,1
"3548",0,0,0,23,0,1
"3549",0,0,0,83,1,1
"3550",0,0,0,59,1,0
"3551",1,0,0,23,1,0
"3552",0,0,0,30,1,1
